name,cpu,cpu_cores,cpu_threads,cpu_benchmark,ram,ram_gb,storage,storage_gb,nvme,bandwidth,location,country,country_code,price_monthly,currency,price_usd,url
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"London, UK",UK,UK,659,EUR,809.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Frankfurt, DE",Germany,DE,659,EUR,809.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6242R 3.10GHz 2x 40 cores,Intel Xeon Gold 6242R 3.10GHz 2x 40 cores,40,80,55073,384 GB DDR4,384,2 x 1.92 TB (NVMe SSD),3840,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,660,EUR,810.0,https://valebyte.com/en/servers/intel-xeon-gold-6242r-3-10ghz-2x-40-384gb-3840gb-paris-fr-8d1d0e/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8434P 2.50GHz 48 cores,AMD EPYC 8434P 2.50GHz 48 cores,48,96,66490,384 GB DDR5,384,2 x 3.84 TB (NVMe),7680,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,660,EUR,810.0,https://valebyte.com/en/servers/amd-epyc-8434p-2-50ghz-48-384gb-7680gb-paris-fr-b5d036/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8434P 2.50GHz 48 cores,AMD EPYC 8434P 2.50GHz 48 cores,48,96,66490,384 GB DDR5,384,2 x 3.84 TB (NVMe),7680,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,660,EUR,810.0,https://valebyte.com/en/servers/amd-epyc-8434p-2-50ghz-48-384gb-7680gb-amsterdam-nl-bb6161/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6242R 3.10GHz 2x 40 cores,Intel Xeon Gold 6242R 3.10GHz 2x 40 cores,40,80,55073,384 GB DDR4,384,2 x 1.92 TB (NVMe SSD),3840,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,660,EUR,810.0,https://valebyte.com/en/servers/intel-xeon-gold-6242r-3-10ghz-2x-40-384gb-3840gb-amsterdam-nl-37e791/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8434P 2.50GHz 48 cores,AMD EPYC 8434P 2.50GHz 48 cores,48,96,66490,384 GB DDR5,384,2 x 3.84 TB (NVMe),7680,True,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,660,EUR,810.0,https://valebyte.com/en/servers/amd-epyc-8434p-2-50ghz-48-384gb-7680gb-warsaw-pl-744e9b/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4484PX 4.4GHz 12 cores,AMD EPYC 4484PX 4.4GHz 12 cores,12,24,,96 GB DDR5,96,2x 1 TB (SSD NVMe),2000,True,20 TB @ 10 Gbps,"Buenos Aires, AR",Argentina,AR,665,EUR,817.0,https://valebyte.com/en/servers/amd-epyc-4484px-44ghz-12-cores-buenos-aires-ar/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4484PX 4.4GHz 12 cores,AMD EPYC 4484PX 4.4GHz 12 cores,12,24,,96 GB DDR5,96,2x 1 TB (SSD NVMe),2000,True,20 TB @ 10 Gbps,"Melbourne, AU",Australia,AU,665,EUR,817.0,https://valebyte.com/en/servers/amd-epyc-4484px-44ghz-12-cores-melbourne-au-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4484PX 4.4GHz 12 cores,AMD EPYC 4484PX 4.4GHz 12 cores,12,24,,96 GB DDR5,96,2x 1 TB (SSD NVMe),2000,True,20 TB @ 10 Gbps,"Mexico City, MX",Mexico,MX,665,EUR,817.0,https://valebyte.com/en/servers/amd-epyc-4484px-44ghz-12-cores-mexico-city-mx/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4484PX 4.4GHz 12 cores,AMD EPYC 4484PX 4.4GHz 12 cores,12,24,,96 GB DDR5,96,2x 1 TB (SSD NVMe),2000,True,20 TB @ 10 Gbps,"Sao Paulo, BR",Brazil,BR,665,EUR,817.0,https://valebyte.com/en/servers/amd-epyc-4484px-44ghz-12-cores-sao-paulo-br/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR4,128,2x 480 GB (SSD SATA) & 2x 2 TB (SSD NVMe),4960,True,20 TB @ 10 Gbps,"Sydney, AU",Australia,AU,670,EUR,823.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454P,AMD EPYC 9454P,,,,128 GB DDR5 ECC,128,2x 3.8 TB (NVMe),7600,True,Unmetered @ 1 Gbps,"Nuremberg, Germany",Germany,DE,675,EUR,829.0,https://valebyte.com/en/servers/amd-epyc-9454p-nuremberg-germany/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2665 2.4GHz 8 cores,[Dual] Intel Xeon E5-2665 2.4GHz 8 cores,8,16,,128 GB DDR3,128,4x 500 GB (SSD SATA),2000,False,Unmetered @ 100 Mbps,"Kuala Lumpur, MY",Malaysia,MY,675,EUR,829.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2665-24ghz-8-cores-kuala-lumpur-my-3/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4208 2.1GHz 8 cores,Intel Xeon Silver 4208 2.1GHz 8 cores,8,16,,128 GB DDR4,128,2x 500 GB (SSD SATA),1000,False,25 TB @ 1 Gbps,"Sao Paulo, BR",Brazil,BR,676,EUR,830.0,https://valebyte.com/en/servers/intel-xeon-silver-4208-21ghz-8-cores-sao-paulo-br-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4208 2.1GHz 8 cores,Intel Xeon Silver 4208 2.1GHz 8 cores,8,16,,128 GB DDR4,128,2x 480 GB (SSD SATA),960,False,20 TB @ 1 Gbps,"Quito, EC",Ecuador,EC,686,EUR,842.0,https://valebyte.com/en/servers/intel-xeon-silver-4208-21ghz-8-cores-quito-ec/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4208 2.1GHz 8 cores,Intel Xeon Silver 4208 2.1GHz 8 cores,8,16,,128 GB DDR4,128,2x 500 GB (SSD SATA),1000,False,20 TB @ 1 Gbps,"Guadalajara, MX",Mexico,MX,686,EUR,842.0,https://valebyte.com/en/servers/intel-xeon-silver-4208-21ghz-8-cores-guadalajara-mx-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2660 v3 2.6GHz 10 cores,[Dual] Intel Xeon E5-2660 v3 2.6GHz 10 cores,10,20,,128 GB DDR4,128,2x 1 TB (SSD SATA),2000,False,10 TB @ 10 Gbps,"Lagos, NG",Nigeria,NG,686,EUR,842.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2660-v3-26ghz-10-cores-lagos-ng-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,706,EUR,867.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,706,EUR,867.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-montreal-ca-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,706,EUR,867.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-singapore-sg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR4,128,2x 480 GB (SSD SATA) & 2x 2 TB (SSD NVMe),4960,True,20 TB @ 10 Gbps,"Buenos Aires, AR",Argentina,AR,706,EUR,867.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-buenos-aires-ar/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,706,EUR,867.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,706,EUR,867.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-singapore-sg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,706,EUR,867.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,706,EUR,867.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Gold 6438M 2.2GHz 32 cores,Intel Xeon Gold 6438M 2.2GHz 32 cores,8,8,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,706,EUR,867.0,https://valebyte.com/en/servers/intel-xeon-gold-6438m-22ghz-32-cores-toronto-ca-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR4,128,2x 480 GB (SSD SATA) & 2x 2 TB (SSD NVMe),4960,True,20 TB @ 10 Gbps,"Mexico City, MX",Mexico,MX,706,EUR,867.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-mexico-city-mx/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,706,EUR,867.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9354 3.25GHz 32 cores,AMD EPYC 9354 3.25GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,706,EUR,867.0,https://valebyte.com/en/servers/amd-epyc-9354-325ghz-32-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Gold 5416S 2GHz 16 cores,[Dual] Intel Xeon Gold 5416S 2GHz 16 cores,16,32,,256 GB DDR4,256,4x 2 TB (SSD SATA),8000,False,Unmetered @ 1 Gbps,"Helsinki, FI",Finland,FI,715,EUR,878.0,https://valebyte.com/en/servers/dual-intel-xeon-gold-5416s-2ghz-16-cores-helsinki-fi/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8434P 2.5GHz 48 cores,AMD EPYC 8434P 2.5GHz 48 cores,48,96,,384 GB DDR5,384,2x 4 TB (SSD NVMe),8000,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,715,EUR,878.0,https://valebyte.com/en/servers/amd-epyc-8434p-25ghz-48-cores-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8434P 2.5GHz 48 cores,AMD EPYC 8434P 2.5GHz 48 cores,48,96,,384 GB DDR5,384,2x 4 TB (SSD NVMe),8000,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,715,EUR,878.0,https://valebyte.com/en/servers/amd-epyc-8434p-25ghz-48-cores-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Montreal, CA",Canada,CA,716,EUR,879.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Dual Silver 4216,Dual Silver 4216,,64,,192GB,192,500 GB (SSD),500,False,Unmetered @ 10 Gbps,"Los Angeles, US",United States,US,879,USD,879.0,https://valebyte.com/en/servers/dual-silver-4216-los-angeles-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Toronto, CA",Canada,CA,716,EUR,879.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-toronto-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2660 v2 2.2GHz 10 cores,[Dual] Intel Xeon E5-2660 v2 2.2GHz 10 cores,10,20,,128 GB DDR3,128,4x 480 GB (SSD SATA),1920,False,Unmetered @ 100 Mbps,"Taipei, TW",Taiwan,TW,716,EUR,879.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2660-v2-22ghz-10-cores-taipei-tw-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 2GHz 6 cores,[Dual] Intel Xeon E5-2620 2GHz 6 cores,6,12,,64 GB DDR3,64,500 GB (SSD SATA),500,False,Unmetered @ 100 Mbps,"Nairobi, KE",Kenya,KE,716,EUR,879.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-2ghz-6-cores-nairobi-ke-2/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214 2.2GHz 12 cores,Intel Xeon Silver 4214 2.2GHz 12 cores,12,24,,128 GB DDR4,128,2x 500 GB (SSD SATA),1000,False,20 TB @ 1 Gbps,"Montevideo, UY",Uruguay,UY,717,EUR,880.0,https://valebyte.com/en/servers/intel-xeon-silver-4214-22ghz-12-cores-montevideo-uy/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214 2.2GHz 12 cores,Intel Xeon Silver 4214 2.2GHz 12 cores,12,24,,128 GB DDR4,128,2x 500 GB (SSD SATA),1000,False,25 TB @ 1 Gbps,"Sao Paulo, BR",Brazil,BR,717,EUR,880.0,https://valebyte.com/en/servers/intel-xeon-silver-4214-22ghz-12-cores-sao-paulo-br/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon Silver 4214 2.2GHz 12 cores,Intel Xeon Silver 4214 2.2GHz 12 cores,12,24,,128 GB DDR4,128,2x 480 GB (SSD SATA),960,False,20 TB @ 1 Gbps,"Quito, EC",Ecuador,EC,717,EUR,880.0,https://valebyte.com/en/servers/intel-xeon-silver-4214-22ghz-12-cores-quito-ec/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313P,"AMD EPYC 7313P, 16C/32T @ 3.0GHz",16,32,,256 GB DDR4,256,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,726,EUR,891.0,https://valebyte.com/en/servers/amd-epyc-7313p-paris-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313P,"AMD EPYC 7313P, 16C/32T @ 3.0GHz",16,32,,256 GB DDR4,256,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,726,EUR,891.0,https://valebyte.com/en/servers/scaleway-em-i215e-nvme-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313P,"AMD EPYC 7313P, 16C/32T @ 3.0GHz",16,32,,256 GB DDR4,256,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,726,EUR,891.0,https://valebyte.com/en/servers/scaleway-em-i215e-nvme-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,10,20,,64 GB DDR4,64,1 TB (SSD SATA),1000,False,Unmetered @ 100 Mbps,"Kuala Lumpur, MY",Malaysia,MY,726,EUR,891.0,https://valebyte.com/en/servers/dual-intel-xeon-silver-4114-22ghz-10-cores-kuala-lumpur-my/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,727,EUR,893.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Pune, IN",India,IN,727,EUR,893.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-pune-in-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"New Delhi, IN",India,IN,727,EUR,893.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-new-delhi-in-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Gold 6132 2.6GHz 14 cores,[Dual] Intel Xeon Gold 6132 2.6GHz 14 cores,14,28,,256 GB DDR4,256,2x 960 GB (SSD SATA),1920,False,50 TB @ 10 Gbps,"Warsaw, PL",Poland,PL,736,EUR,904.0,https://valebyte.com/en/servers/dual-intel-xeon-gold-6132-26ghz-14-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9124 3GHz 16 cores,AMD EPYC 9124 3GHz 16 cores,16,32,,128 GB DDR4,128,2x 480 GB (SSD SATA) & 2x 2 TB (SSD NVMe),4960,True,20 TB @ 10 Gbps,"Santiago, CL",Chile,CL,737,EUR,905.0,https://valebyte.com/en/servers/amd-epyc-9124-3ghz-16-cores-santiago-cl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] AMD EPYC 7642 2.3GHz 48 cores,[Dual] AMD EPYC 7642 2.3GHz 48 cores,48,96,,128 GB DDR4,128,1 TB (SSD NVMe),1000,True,20 TB @ 10 Gbps,"Vancouver, CA",Canada,CA,738,EUR,906.0,https://valebyte.com/en/servers/dual-amd-epyc-7642-23ghz-48-cores-vancouver-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7443P 2.85GHz 24 cores,AMD EPYC 7443P 2.85GHz 24 cores,24,48,,256 GB DDR4,256,2x 2 TB (SSD NVMe),4000,True,20 TB @ 10 Gbps,"Mexico City, MX",Mexico,MX,747,EUR,917.0,https://valebyte.com/en/servers/amd-epyc-7443p-285ghz-24-cores-mexico-city-mx/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,[Dual] Intel Xeon Silver 4114 2.2GHz 10 cores,10,20,,128 GB DDR4,128,2x 960 GB (SSD SATA),1920,False,50 TB @ 10 Gbps,"Dubai, AE",United Arab Emirates,AE,747,EUR,917.0,https://valebyte.com/en/servers/dual-intel-xeon-silver-4114-22ghz-10-cores-dubai-ae/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7443P 2.85GHz 24 cores,AMD EPYC 7443P 2.85GHz 24 cores,24,48,,256 GB DDR4,256,2x 2 TB (SSD NVMe),4000,True,20 TB @ 10 Gbps,"Buenos Aires, AR",Argentina,AR,747,EUR,917.0,https://valebyte.com/en/servers/amd-epyc-7443p-285ghz-24-cores-buenos-aires-ar/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7313P 3GHz 16 cores,AMD EPYC 7313P 3GHz 16 cores,16,32,,256 GB DDR4,256,6x 4 TB (SSD NVMe),24000,True,Unmetered @ 10 Gbps,"Paris, FR",France,FR,770,EUR,945.0,https://valebyte.com/en/servers/amd-epyc-7313p-3ghz-16-cores-paris-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8224P,"AMD EPYC 8224P, 24C/48T @ 2.5GHz",24,48,,192 GB DDR5,192,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,771,EUR,947.0,https://valebyte.com/en/servers/amd-epyc-8224p-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8224P,"AMD EPYC 8224P, 24C/48T @ 2.5GHz",24,48,,192 GB DDR5,192,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,771,EUR,947.0,https://valebyte.com/en/servers/scaleway-em-i320e-nvme-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8224P,"AMD EPYC 8224P, 24C/48T @ 2.5GHz",24,48,,192 GB DDR5,192,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,771,EUR,947.0,https://valebyte.com/en/servers/scaleway-em-i320e-nvme-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 8224P,"AMD EPYC 8224P, 24C/48T @ 2.5GHz",24,48,,192 GB DDR5,192,2x1.79TB (NVME),3580,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,771,EUR,947.0,https://valebyte.com/en/servers/amd-epyc-8224p-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,778,EUR,955.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-singapore-sg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Mumbai, IN",India,IN,778,EUR,955.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9454 2.75GHz 48 cores,AMD EPYC 9454 2.75GHz 48 cores,48,96,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,778,EUR,955.0,https://valebyte.com/en/servers/amd-epyc-9454-275ghz-48-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9554 3.1GHz 64 cores,AMD EPYC 9554 3.1GHz 64 cores,64,128,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Lille, FR",France,FR,780,EUR,958.0,https://valebyte.com/en/servers/amd-epyc-9554-31ghz-64-cores-lille-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9554 3.1GHz 64 cores,AMD EPYC 9554 3.1GHz 64 cores,64,128,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Frankfurt, DE",Germany,DE,780,EUR,958.0,https://valebyte.com/en/servers/amd-epyc-9554-31ghz-64-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9554 3.1GHz 64 cores,AMD EPYC 9554 3.1GHz 64 cores,64,128,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"Warsaw, PL",Poland,PL,780,EUR,958.0,https://valebyte.com/en/servers/amd-epyc-9554-31ghz-64-cores-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9554 3.1GHz 64 cores,AMD EPYC 9554 3.1GHz 64 cores,64,128,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 5 Gbps,"London, UK",UK,UK,780,EUR,958.0,https://valebyte.com/en/servers/amd-epyc-9554-31ghz-64-cores-london-uk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 9334 2.7GHz 32 cores,AMD EPYC 9334 2.7GHz 32 cores,32,64,,128 GB DDR5,128,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"New Delhi, IN",India,IN,789,EUR,969.0,https://valebyte.com/en/servers/amd-epyc-9334-27ghz-32-cores-new-delhi-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
