name,cpu,cpu_cores,cpu_threads,cpu_benchmark,ram,ram_gb,storage,storage_gb,nvme,bandwidth,location,country,country_code,price_monthly,currency,price_usd,url
AMD EPYC 4344P 3.8GHz 8 cores,AMD EPYC 4344P 3.8GHz 8 cores,8,16,,64 GB DDR5,64,2x 960 GB (SSD NVMe),1920,True,25 TB @ 1 Gbps,"Sydney, AU",Australia,AU,229,EUR,282.0,https://valebyte.com/en/servers/amd-epyc-4344p-38ghz-8-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2609 v4 1.7GHz 8 cores,[Dual] Intel Xeon E5-2609 v4 1.7GHz 8 cores,8,16,,16 GB DDR4,16,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Sydney, AU",Australia,AU,229,EUR,282.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2609-v4-17ghz-8-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent,"Intel Xeon E5 2620 or equivalent, 6C/12T @ 2.0GHz",6,12,,192 GB DDR3,192,2x931GB (SSD),1862,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-or-equivalent-paris-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent,"Intel Xeon E5 2620 or equivalent, 6C/12T @ 2.0GHz",6,12,,192 GB DDR3,192,2x7.45TB (HDD),14900,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/scaleway-em-b111x-sata-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7272 2.90GHz 12 cores,AMD EPYC 7272 2.90GHz 12 cores,12,24,25568,128 GB DDR4,128,2 x 1 TB (NVMe SSD),2000,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/amd-epyc-7272-2-90ghz-12-128gb-2000gb-paris-fr-ff2c8c/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4465P 3.40GHz 12 cores,AMD EPYC 4465P 3.40GHz 12 cores,12,24,50216,64 GB DDR5,64,2 x 2.05 TB (NVMe),4100,True,Unmetered @ 3 Gbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/amd-epyc-4465p-3-40ghz-12-64gb-4097gb-paris-fr-d3e420/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4465P 3.40GHz 12 cores,AMD EPYC 4465P 3.40GHz 12 cores,12,24,50216,64 GB DDR5,64,2 x 2.05 TB (NVMe),4100,True,Unmetered @ 3 Gbps,"Amsterdam, NL",Netherlands,NL,231,EUR,284.0,https://valebyte.com/en/servers/amd-epyc-4465p-3-40ghz-12-64gb-4097gb-amsterdam-nl-caa94d/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7272 2.90GHz 12 cores,AMD EPYC 7272 2.90GHz 12 cores,12,24,25568,128 GB DDR4,128,2 x 1.02 TB (NVMe),2040,True,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,231,EUR,284.0,https://valebyte.com/en/servers/amd-epyc-7272-2-90ghz-12-128gb-2048gb-warsaw-pl-a8b54a/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7272 2.90GHz 12 cores,AMD EPYC 7272 2.90GHz 12 cores,12,24,25568,128 GB DDR4,128,2 x 1.02 TB (NVMe),2040,True,Unmetered @ 1 Gbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/amd-epyc-7272-2-90ghz-12-128gb-2048gb-paris-fr-9b3986/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620v2 2.10GHz 2x 12 cores,Intel Xeon E5 2620v2 2.10GHz 2x 12 cores,12,24,10778,128 GB DDR3,128,2 x 500 GB (SATA SSD),1000,False,Unmetered @ 400 Mbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/intel-xeon-e5-2620v2-2-10ghz-2x-12-128gb-1000gb-paris-fr-6d74fb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 7272 2.90GHz 12 cores,AMD EPYC 7272 2.90GHz 12 cores,12,24,25568,128 GB DDR4,128,2 x 1.02 TB (NVMe),2040,True,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,231,EUR,284.0,https://valebyte.com/en/servers/amd-epyc-7272-2-90ghz-12-128gb-2048gb-amsterdam-nl-696557/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent,"Intel Xeon E5 2620 or equivalent, 6C/12T @ 2.0GHz",6,12,,192 GB DDR3,192,2x931GB (SSD),1862,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/scaleway-em-b112x-ssd-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent,"Intel Xeon E5 2620 or equivalent, 6C/12T @ 2.0GHz",6,12,,192 GB DDR3,192,2x7.45TB (HDD),14900,False,Unmetered @ 1 Gbps,"Paris, FR",France,FR,231,EUR,284.0,https://valebyte.com/en/servers/intel-xeon-e5-2620-or-equivalent-paris-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent,"Intel Xeon E5 2620 or equivalent, 6C/12T @ 2.0GHz",6,12,,192 GB DDR3,192,2x931GB (SSD),1862,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,231,EUR,284.0,https://valebyte.com/en/servers/scaleway-em-b112x-ssd-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2620 or equivalent,"Intel Xeon E5 2620 or equivalent, 6C/12T @ 2.0GHz",6,12,,192 GB DDR3,192,2x931GB (SSD),1862,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,231,EUR,284.0,https://valebyte.com/en/servers/scaleway-em-b112x-ssd-warsaw-pl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Strasbourg, FR",France,FR,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-strasbourg-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-roubaix-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,128 GB DDR4 ECC,128,2x 4 TB (SATA SoftRAID),8000,False,Unmetered @ 500 Mbps,"Mumbai, IN",India,IN,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-mumbai-in-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,3x 1.92 TB (NVME SoftRAID),5760,True,Unmetered @ 500 Mbps,"Singapore, SG",Singapore,SG,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-singapore-sg-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Beauharnois, CA",Canada,CA,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-beauharnois-ca-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-frankfurt-de-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-gravelines-fr-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"London, GB",London,,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-london-gb-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Epyc 7313 3.0GHz 16 cores,AMD Epyc 7313 3.0GHz 16 cores,16,32,,1 TB DDR4 ECC,1000,2x 6 TB + 2x 960 GB (SATA Hybrid SoftRAID),13920,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,233,EUR,286.0,https://valebyte.com/en/servers/amd-epyc-7313-30ghz-16-cores-warsaw-pl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Dual E5-2620 v2,Dual E5-2620 v2,12,24,,64GB,64,1 TB (HDD),1000,False,Unmetered @ 10 Gbps,"Los Angeles, US",United States,US,287,USD,287.0,https://valebyte.com/en/servers/dual-e5-2620-v2-los-angeles-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon Silver 4116 2.1GHz 12 cores,[Dual] Intel Xeon Silver 4116 2.1GHz 12 cores,12,24,,256 GB DDR4,256,4x 1 TB (SSD SATA),4000,False,200 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,234,EUR,288.0,https://valebyte.com/en/servers/dual-intel-xeon-silver-4116-21ghz-12-cores-helsinki-fi/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2690 v4 2.6GHz 14 cores,[Dual] Intel Xeon E5-2690 v4 2.6GHz 14 cores,14,28,,32 GB DDR4,32,2x 240 GB (SSD SATA),480,False,Unmetered @ 1 Gbps,"Nottingham, UK",UK,UK,234,EUR,288.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2690-v4-26ghz-14-cores-nottingham-uk-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2690 v4 2.6GHz 14 cores,[Dual] Intel Xeon E5-2690 v4 2.6GHz 14 cores,14,28,,32 GB DDR4,32,2x 240 GB (SSD SATA),480,False,Unmetered @ 1 Gbps,"Manchester, UK",UK,UK,234,EUR,288.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2690-v4-26ghz-14-cores-manchester-uk-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon X3440 2.53GHz 4 cores,Intel Xeon X3440 2.53GHz 4 cores,4,8,,16 GB DDR3,16,240 GB (SSD SATA),240,False,10 TB @ 1 Gbps,"Istanbul, TR",Turkey,TR,234,EUR,288.0,https://valebyte.com/en/servers/intel-xeon-x3440-253ghz-4-cores-istanbul-tr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,[Dual] Intel Xeon E5-2620 v4 2GHz 8 cores,8,16,,32 GB DDR4,32,2x 2 TB (HDD SATA),4000,False,5 TB @ 1 Gbps,"Copenhagen, DK",Denmark,DK,234,EUR,288.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2620-v4-2ghz-8-cores-copenhagen-dk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4344P 3.8GHz 8 cores,AMD EPYC 4344P 3.8GHz 8 cores,8,16,,64 GB DDR5,64,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 3 Gbps,"Montreal, CA",Canada,CA,235,EUR,289.0,https://valebyte.com/en/servers/amd-epyc-4344p-38ghz-8-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v5 3GHz 4 cores,Intel Xeon E3-1230 v5 3GHz 4 cores,4,8,,8 GB DDR4,8,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Dubai, AE",United Arab Emirates,AE,235,EUR,289.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v5-3ghz-4-cores-dubai-ae/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Dual Silver 4214,Dual Silver 4214,,48,,64GB,64,1 TB (HDD),1000,False,Unmetered @ 1 Gbps,"Amsterdam, NL",Netherlands,NL,293,USD,293.0,https://valebyte.com/en/servers/dual-silver-4214-amsterdam-nl/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2488 3.2GHz 8 cores,Intel Xeon E-2488 3.2GHz 8 cores,8,16,,16 GB DDR5,16,240 GB (SSD SATA),240,False,5 TB @ 1 Gbps,"Helsinki, FI",Finland,FI,239,EUR,294.0,https://valebyte.com/en/servers/intel-xeon-e-2488-32ghz-8-cores-helsinki-fi-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] Intel Xeon E5-2680 v2 2.8GHz 10 cores,[Dual] Intel Xeon E5-2680 v2 2.8GHz 10 cores,10,20,,128 GB DDR3,128,2x 512 GB (SSD SATA) & 2x 4 TB (HDD SATA),9024,False,Unmetered @ 1 Gbps,"Riga, LV",Latvia,LV,239,EUR,294.0,https://valebyte.com/en/servers/dual-intel-xeon-e5-2680-v2-28ghz-10-cores-riga-lv/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2236 3.4GHz 6 cores,Intel Xeon E-2236 3.4GHz 6 cores,6,12,,32 GB DDR4,32,1 TB (SSD NVMe) & 2 TB (HDD SATA),3000,True,100 TB @ 1 Gbps,"Seville, ES",Spain,ES,239,EUR,294.0,https://valebyte.com/en/servers/intel-xeon-e-2236-34ghz-6-cores-seville-es/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2276G 3.8GHz 6 cores,Intel Xeon E-2276G 3.8GHz 6 cores,6,12,,64 GB DDR4,64,2x 1 TB (SSD NVMe),2000,True,50 TB @ 10 Gbps,"Madrid, ES",Spain,ES,239,EUR,294.0,https://valebyte.com/en/servers/intel-xeon-e-2276g-38ghz-6-cores-madrid-es-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2236 3.4GHz 6 cores,Intel Xeon E-2236 3.4GHz 6 cores,6,12,,32 GB DDR4,32,2x 480 GB (SSD SATA),960,False,30 TB @ 1 Gbps,"Kyiv, UA",Ukraine,UA,239,EUR,294.0,https://valebyte.com/en/servers/intel-xeon-e-2236-34ghz-6-cores-kyiv-ua/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,64 GB DDR4 ECC,64,4x 14 TB (SAS SoftRAID),56000,False,Unmetered @ 500 Mbps,"Mumbai, IN",India,IN,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-mumbai-in/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,6x 14 TB (SAS SoftRAID),84000,False,Unmetered @ 1 Gbps,"London, GB",London,,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-london-gb/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,6x 14 TB (SAS SoftRAID),84000,False,Unmetered @ 1 Gbps,"Frankfurt, DE",Germany,DE,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-frankfurt-de/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD EPYC 4244P 3.8GHz 6 cores,AMD EPYC 4244P 3.8GHz 6 cores,6,12,,32 GB DDR5,32,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Hong Kong, HK",Hong Kong,HK,240,EUR,295.0,https://valebyte.com/en/servers/amd-epyc-4244p-38ghz-6-cores-hong-kong-hk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,6x 14 TB (SAS SoftRAID),84000,False,Unmetered @ 1 Gbps,"Beauharnois, CA",Canada,CA,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-beauharnois-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,6x 14 TB (SAS SoftRAID),84000,False,Unmetered @ 1 Gbps,"Roubaix, FR",France,FR,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-roubaix-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,6x 14 TB (SAS SoftRAID),84000,False,Unmetered @ 1 Gbps,"Strasbourg, FR",France,FR,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-strasbourg-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,6x 14 TB (SAS SoftRAID),84000,False,Unmetered @ 1 Gbps,"Warsaw, PL",Poland,PL,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-warsaw-pl-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,6x 14 TB (SAS SoftRAID),84000,False,Unmetered @ 1 Gbps,"Gravelines, FR",France,FR,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-gravelines-fr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,AMD Ryzen 7 Pro 3700 3.6GHz 8 cores,8,16,,32 GB DDR4 ECC,32,4x 14 TB (SAS SoftRAID),56000,False,Unmetered @ 500 Mbps,"Singapore, SG",Singapore,SG,240,EUR,295.0,https://valebyte.com/en/servers/amd-ryzen-7-pro-3700-36ghz-8-cores-singapore-sg-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1270 v3 3.5GHz 4 cores,Intel Xeon E3-1270 v3 3.5GHz 4 cores,4,8,,32 GB DDR3,32,2x 480 GB (SSD SATA),960,False,Unmetered @ 1 Gbps,"Athens, GR",Greece,GR,240,EUR,295.0,https://valebyte.com/en/servers/intel-xeon-e3-1270-v3-35ghz-4-cores-athens-gr/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7 9800X3D 4.7GHz 8 cores,AMD Ryzen 7 9800X3D 4.7GHz 8 cores,8,16,,64 GB DDR5,64,2x 960 GB (SSD NVMe),1920,True,Unmetered @ 1 Gbps,"Montreal, CA",Canada,CA,241,EUR,296.0,https://valebyte.com/en/servers/amd-ryzen-7-9800x3d-47ghz-8-cores-montreal-ca/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2670 2.6GHz 8 cores,Intel Xeon E5-2670 2.6GHz 8 cores,8,16,,32 GB DDR3,32,2x 1 TB (HDD SATA),2000,False,Unmetered @ 100 Mbps,"Ho Chi Minh City, VN",Vietnam,VN,241,EUR,296.0,https://valebyte.com/en/servers/intel-xeon-e5-2670-26ghz-8-cores-ho-chi-minh-city-vn/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5-2670 2.6GHz 8 cores,Intel Xeon E5-2670 2.6GHz 8 cores,8,16,,32 GB DDR3,32,2x 1 TB (HDD SATA),2000,False,Unmetered @ 100 Mbps,"Hanoi, VN",Vietnam,VN,241,EUR,296.0,https://valebyte.com/en/servers/intel-xeon-e5-2670-26ghz-8-cores-hanoi-vn/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2234 3.6GHz 4 cores,Intel Xeon E-2234 3.6GHz 4 cores,4,8,,8 GB DDR4,8,1 TB (HDD SATA),1000,False,5 TB @ 1 Gbps,"Dubai, AE",United Arab Emirates,AE,241,EUR,296.0,https://valebyte.com/en/servers/intel-xeon-e-2234-36ghz-4-cores-dubai-ae/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Dual E5-2620 v3,Dual E5-2620 v3,12,24,,32GB,32,1 TB (HDD),1000,False,Unmetered @ 10 Gbps,"Los Angeles, US",United States,US,299,USD,299.0,https://valebyte.com/en/servers/dual-e5-2620-v3-los-angeles-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 7900 192GB,AMD Ryzen 7900,,,,192 GB,192,,,False,1 Gbps Unmetered,"New York, US",United States,US,299,USD,299.0,https://valebyte.com/en/servers/amd-ryzen-7900-192gb-new-york-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Core i9 14900K 192GB,Intel Core i9 14900K,,,,192GB DDR5,192,2x4TB NVMe,8000,True,1 Gbps Unmetered,"Miami, US",United States,US,299,USD,299.0,https://valebyte.com/en/servers/intel-core-i9-14900k-192gb-miami-us/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2456 3.3GHz 6 cores,Intel Xeon E-2456 3.3GHz 6 cores,6,12,,16 GB DDR5,16,240 GB (SSD SATA),240,False,5 TB @ 1 Gbps,"Sydney, AU",Australia,AU,245,EUR,301.0,https://valebyte.com/en/servers/intel-xeon-e-2456-33ghz-6-cores-sydney-au/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2456 3.3GHz 6 cores,Intel Xeon E-2456 3.3GHz 6 cores,6,12,,16 GB DDR5,16,240 GB (SSD SATA),240,False,5 TB @ 1 Gbps,"Sao Paulo, BR",Brazil,BR,245,EUR,301.0,https://valebyte.com/en/servers/intel-xeon-e-2456-33ghz-6-cores-sao-paulo-br/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2456 3.3GHz 6 cores,Intel Xeon E-2456 3.3GHz 6 cores,6,12,,16 GB DDR5,16,240 GB (SSD SATA),240,False,5 TB @ 1 Gbps,"Singapore, SG",Singapore,SG,245,EUR,301.0,https://valebyte.com/en/servers/intel-xeon-e-2456-33ghz-6-cores-singapore-sg/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E-2456 3.3GHz 6 cores,Intel Xeon E-2456 3.3GHz 6 cores,6,12,,16 GB DDR5,16,240 GB (SSD SATA),240,False,5 TB @ 1 Gbps,"Tokyo, JP",Japan,JP,245,EUR,301.0,https://valebyte.com/en/servers/intel-xeon-e-2456-33ghz-6-cores-tokyo-jp/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2650v2 2.60GHz 2x 16 cores,Intel Xeon E5 2650v2 2.60GHz 2x 16 cores,16,32,17522,192 GB DDR3,192,3 x 160 GB (SATA SSD),480,False,Unmetered @ 500 Mbps,"Paris, FR",France,FR,245,EUR,301.0,https://valebyte.com/en/servers/intel-xeon-e5-2650v2-2-60ghz-2x-16-192gb-480gb-paris-fr-695daa/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E5 2640v3 2.60GHz 2x 16 cores,Intel Xeon E5 2640v3 2.60GHz 2x 16 cores,16,32,18094,192 GB DDR4,192,3 x 6 TB (HDD SATA),18000,False,Unmetered @ 500 Mbps,"Paris, FR",France,FR,245,EUR,301.0,https://valebyte.com/en/servers/intel-xeon-e5-2640v3-2-60ghz-2x-16-192gb-18000gb-paris-fr-eca284/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
Intel Xeon E3-1230 v3 3.3GHz 4 cores,Intel Xeon E3-1230 v3 3.3GHz 4 cores,4,8,,16 GB DDR3,16,240 GB (SSD SATA),240,False,Unmetered @ 100 Mbps,"Taipei, TW",Taiwan,TW,245,EUR,301.0,https://valebyte.com/en/servers/intel-xeon-e3-1230-v3-33ghz-4-cores-taipei-tw/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
[Dual] AMD EPYC 7413 2.65GHz 24 cores,[Dual] AMD EPYC 7413 2.65GHz 24 cores,24,48,,128 GB DDR4,128,2x 960 GB (SSD SATA),1920,False,30 TB @ 1 Gbps,"Montreal, CA",Canada,CA,246,EUR,302.0,https://valebyte.com/en/servers/dual-amd-epyc-7413-265ghz-24-cores-montreal-ca-1/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
AMD Ryzen 9 7900 3.7GHz 12 cores,AMD Ryzen 9 7900 3.7GHz 12 cores,12,24,,64 GB DDR5,64,2x 240 GB (SSD SATA),480,False,5 TB @ 1 Gbps,"Copenhagen, DK",Denmark,DK,246,EUR,302.0,https://valebyte.com/en/servers/amd-ryzen-9-7900-37ghz-12-cores-copenhagen-dk/?utm_source=github&utm_medium=dataset&utm_campaign=dedicated-server-prices
